Comments,stance
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జ‌గ‌న‌న్న గోరుముద్ద‌లో మ‌రో పోష‌కాహారం జ‌త‌చేస్తూ నేటి నుంచి బ‌డి పిల్ల‌ల‌కు ఉద‌యం పూట రాగి జావ అందించే కార్య‌క్ర‌…,favour
మంచి మనసున్న నాయకుడు జగనన్న ht…,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
సీఎం జగన్ ఎవడో ప్రశ్నిస్తా అన్నోడు ప్రశ్నించడు - సీఎం జగన్,favour
"అమరావతి:జగనన్న గోరుముద్దలో రేపటి నుండి బడి పిల్లలకు ఉదయం పూట రాగి జావవారానికి 3 రోజుల పాటు రాగి జావరాష్ట్రవ్యాప్తంగా 44,…",favour
సీఎం జగన్: ‘గోరుముద్ద’ మరింత మెరుగ్గా తీర్చిదిద్దేందుకు అడుగులు: సీఎం జగన్‌,favour
రావాలి జగన్కావాలి జగన్ అంటూ విద్యార్దిని మాట్లాడిన ఇంగ్లీష్ స్పీచ్ కు ఫిదా అయిన జగనన్న,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
స్కిల్ స్కాంలో చంద్రబాబు దోపిడీ విజన్ కనిపిస్తోంది - సీఎం జగన్ ,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"""లైవ్ లో మొత్తం 5 ఎమ్మెల్యే ల పేర్లు బయటపెట్టిన కోటంరెడ్డి  జగన్ ",against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"*""ప్యాకేజీ"" గాడి కుల ప్రస్తావన లేని రాజకీయం*",favour
"ఇప్పుడు జగనన్న గోరుముద్దలో కొత్తగా రాగిజావ పిల్లలకు బలవర్ధకమైన, రుచికరమైన, పోషక విలువలతో కూడిన ఆహరంతో పాటు వారం…",favour
జై జగన్ మోహన్ రెడ్డి అన్న,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
సీఎం జగన్ ఎవడో ప్రశ్నిస్తా అన్నోడు ప్రశ్నించడు - సీఎం జగన్,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",favour
సరే నీ కోసం ఒక తగ్గిస్తాను లే బ్రో పండగ చేసుకో జగన్ ఎ…,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జగన్ ఇచ్చిన స్కూల్ యూనిఫాం వేసుకొని బాగానే ఉన్నారు పిల్లలు,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
ఇవాళ్టి నుంచి గోరుముద్దలో రాగి జావ' లాంఛనంగా ప్రారంభించిన సీఎం జగన్ …,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
AP జ‌గ‌న్ కు ఆ ద‌మ్ముందా? చంద్ర‌బాబు ఛాలెంజ్ ? …,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
సీఎం జగన్: పిల్లలకు మంచి మేనమామలా గోరుముద్దలో రాగిజావను ప్రారంభించిన సీఎం జగన్ More:…,favour
ఇది సీఎం జగన్ మంత్రుల ఇంటి భోజనం ల ఉంది ప్రభుత్వ మధ్యాన భోజనం లా లేదే సాక్షి అడ్ కి బదు…,favour
ఇవ్వాళ్టి నుండి ప్రభుత్వ పాఠశాలల్లో పిల్లలకు రాగిజావ - ప్రభుత్వ పాఠశాల …,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
ఆంధ్రప్రదేశ్ పాలనలో విద్యా శాఖ లో సాహస నిర్ణయాలలో మాత్రం 2018 నుండి స్వర్ణయుగమే అది ని…,favour
అవి టీడీపీ ప్రభుత్వంలో వచ్చినవి అని చెప్తున్నాడురా కర్రి కరీం ఇంకా ఎన్నాళ్ళురా ఇలా 1990 డ్రామోజీ స్ట్రాటజీలు వాడతారు ht…,favour
ఆకాశంలో చందమామ ఏపీలో జగన్ మామ,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
కార్పొరేట్ స్కూల్ విద్యార్థులు కూడా ఇలా మాట్లాడరు ఇంగ్లీష్సూపర్ ,neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
చైల్డ్‌ కేర్‌ లీవ్ ను స‌ర్వీస్ లో ఎప్పుడైనా వాడుకునే స‌దుపాయం క‌ల్పించిన జ‌గ‌న్,neutral
"IIT, IIM, &amp; AIIMS లాంటి సంస్థలు స్థాపించి ప్రచారం చేసుకోడం లో వెనకపడి ఉన్న తో పోలిస్తే ప్రచారం కొం…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
అలా ఉంటుంది మన ప్యాకేజ్ తో,neutral
చిన్నారుల ఆరోగ్యం జగన్ సర్కార్ ధ్యేయం,neutral
"మీ మేనమామ తరుపునుంచి పదో తరగతి,ఇతర పరీక్షలు రాయబోతున్న విద్యార్థులకు తెలియజేస్తున్నాను జగన్ Moha…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"మధ్యాహ్న భోజనంలో సరికొత్త చరిత్ర  ఐరన్, కాల్షియం వంటి పోషకాల లోపాన్ని నివారించేందుకు జగనన్న గోరుముద్దలో ""రా…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
నాయ‌కుడు అంటే నాడు పుస్త‌కాల్లో చ‌దివాం నేడు జ‌గ‌న‌న్న రూపంలో చూస్తున్నాం జగన్ …,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"పౌష్టికాహారంతోనే ఆరోగ్యం, చక్కటి విద్యాభ్యాసం సాధ్యమని నమ్ముతూ ఒక మేనమామగా మధ్యాహ్న భోజన కార్యక్రమం “గోరుముద్ద”లో భాగంగా ఇవ్వా…",neutral
"స్కిల్ స్కాం కేసులో చంద్రబాబు అరెస్ట్ అయితే నేనే సీఎం అభ్యర్థిని అని ప్రచారం చేసుకుంటూ , ఆ కేసుకి సంబంధించి…",against
జగనన్న గోరుముద్దలో భాగంగా ప్రభుత్వ పాఠశాల విద్యార్థులకు రాగిజావ పంపిణీ ,favour
విద్యార్థుల భవిష్యత్‌కు భరోసా సమూల మార్పులు తీసుకొస్తున్నాం: సీఎం జగన్‌ …,favour
చంద్రబాబు ముఖ్యమంత్రి హోదాలో ఢిల్లీకి వెళ్తే ప్రెస్ మీట్ పెట్టి అక్కడ ఏమేం చర్చించారో వివరించేవారు…,against
విశాఖ మెట్రో రైల్ ప్రాజెక్టు పట్ల వైఎస్ జగన్ మోహన్ప్రభుత్వ తీవ్ర నిర్లక్ష్యం కనీస ప్రతిపాదనకు కూడా నోచుకోని వైనం రా…,against
విశాఖ మెట్రో రైల్ ప్రాజెక్టు పట్ల వైఎస్ జగన్ మోహన్ప్రభుత్వ తీవ్ర నిర్లక్ష్యం కనీస ప్రతిపాదనకు కూడా నోచుకోని వైనం రా…,against
చంద్రబాబు ముఖ్యమంత్రి హోదాలో ఢిల్లీకి వెళ్తే ప్రెస్ మీట్ పెట్టి అక్కడ ఏమేం చర్చించారో వివరించేవారు…,against
చంద్రబాబు ముఖ్యమంత్రి హోదాలో ఢిల్లీకి వెళ్తే ప్రెస్ మీట్ పెట్టి అక్కడ ఏమేం చర్చించారో వివరించేవారు  జగన్‌…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"ఉమ్మడి కృష్ణాజిల్లా నూజివీడు నియోజకవర్గం చాట్రాయి మండలంలో అకాల వర్షాలకు నష్టపోయిన మొక్కజొన్న, బొప్పాయి, మిర్చి, నిమ్మ రై…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
"నిన్న రాత్రి “ సార్ “ సినిమా చూసాను చాలా బాగుంది,తప్పకుండా చూడండి వీలైతే నాకు ప్రతీఫ్రేములో జగనన్నే కనిపించాడు భ్ర…",favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
371 కోట్ల జనం సొమ్మును హారతి కర్పూరం చేశారు ఇదేనా చంద్రబాబు విజన్ అంటే- సీఎం జగన్ ,favour
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
ఈయన ఈ రేంజ్ అభిమాని అయిపోయాడేంటి సార్,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా…,favour
గెలిచిన మీ వాడు మాత్రం బలేగా నిద్ర పోతున్నాడు అసెంబ్లీ లో సిగ్గు ఉండాలి రా అరేయ్…,favour
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",favour
విద్యార్థుల భవిష్యత్‌కు భరోసా సమూల మార్పులు తీసుకొస్తున్నాం: సీఎం జగన్‌ …,favour
అసెంబ్లీలో TDP వారి హేయమైన చర్యలను ఖండిస్తున్నాము సభామర్యాదలను కాపాడలేనివారు MLA లు గా అనర్హులు …,favour
నేటినుంచి పాఠశాల విద్యార్ధులకు రాగిజావ పంపిణీ,favour
జగనన్న గోరుముద్దతో రుచికరమైన మెనూ - TV9,favour
పవన్ కళ్యాణ్ మేకప్ వేసుకోటానికి అద్దం లేకపోతే మా ఏపీ రాజధాని వైజాగ్ రోడ్స్ అద్దం లాగ మెరిసిపోతున్నాయి,neutral
"నా నడక నేల మీదే నా ప్రయాణం సామాన్యులు, పేద వర్గాలతోనే నా యుద్ధం పెత్తందార్లతోనే నా లక్ష్యం పేదరికం నిర్మూలనే…",neutral
"ఈ నెల 28 , 29 జరగనున్న G-20 సదస్సుకు రెడీ అవుతున్న విశాఖ",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జగనన్న గోరుముద్దలో భాగంగా రాగిజావ కార్యక్రమాన్ని ప్రారంభిస్తున్న జగనన్న,favour
"ఈ నెల 28 , 29 జరగనున్న G-20 సదస్సుకు రెడీ అవుతున్న విశాఖ",favour
2/2 మెటలర్జికల్‌ విభాగాల్లో డిప్లొమా కోర్సుల కోసం సుదూర ప్రాంతాలు వెళ్లాల్సిన అవసరం ఉండదు ముఖ్యంగా గ్రామీణ యువతకు…,favour
జగనన్న గోరుముద్దలో రాగిజావ నేడు సీఎం జగన్ చేతులమీదుగా ప్రారంభం,favour
పవన్ కళ్యాణ్ మేకప్ వేసుకోటానికి అద్దం లేకపోతే మా ఏపీ రాజధాని వైజాగ్ రోడ్స్ అద్దం లాగ మెరిసిపోతున్నాయి,favour
"నిప్పులు చిమ్ముకుంటూ నింగికి నే ఎగిరితే నిబిడాశ్చర్యంతో వీరు, నెత్తురు కక్కుతూ నేలకు ఒరిగితే నిర్దాక్షిణ్యంగా వీరే…",favour
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
విశాఖ మెట్రో రైల్ ప్రాజెక్టు పట్ల వైఎస్ జగన్ మోహన్ప్రభుత్వ తీవ్ర నిర్లక్ష్యం కనీస ప్రతిపాదనకు కూడా నోచుకోని వైనం రా…,neutral
జగనన్న గోరుముద్ద పథకంలో మరో పోషకాహారం బడి పిల్లలకు ఉదయం పూట రాగి జావ పథకం ప్రారంభం,neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జగనన్న గోరుముద్దలో భాగంగా ప్రభుత్వ పాఠశాల విద్యార్థులకు రాగిజావ పంపిణీ  జగన్  Prime9 …,favour
